v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/runtime :: field Event.ToolName string tag="json:\"tool_name,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ToolName string tag="json:\"tool_name,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.ToolKind string tag="json:\"tool_kind,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ToolKind string tag="json:\"tool_kind,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.ArgsHash string tag="json:\"args_hash,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ArgsHash string tag="json:\"args_hash,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.DurationMS int64 tag="json:\"duration_ms,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.DurationMS int64 tag="json:\"duration_ms,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.FinishReason github.com/floegence/floret/v2/observation.FinishReason tag="json:\"finish_reason,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.FinishReason github.com/floegence/floret/v3/observation.FinishReason tag="json:\"finish_reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.RawFinishReason string tag="json:\"raw_finish_reason,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.RawFinishReason string tag="json:\"raw_finish_reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.FinishInferred bool tag="json:\"finish_inferred,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.FinishInferred bool tag="json:\"finish_inferred,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.CompletionReason github.com/floegence/floret/v2/observation.CompletionReason tag="json:\"completion_reason,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.CompletionReason github.com/floegence/floret/v3/observation.CompletionReason tag="json:\"completion_reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.ContinuationReason github.com/floegence/floret/v2/observation.ContinuationReason tag="json:\"continuation_reason,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ContinuationReason github.com/floegence/floret/v3/observation.ContinuationReason tag="json:\"continuation_reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Activity *github.com/floegence/floret/v2/observation.ActivityPresentation tag="json:\"activity,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field Event.ActivityTimeline *github.com/floegence/floret/v2/observation.ActivityTimeline tag="json:\"activity_timeline,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ActivityTimeline *github.com/floegence/floret/v3/observation.ActivityTimeline tag="json:\"activity_timeline,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Projection *github.com/floegence/floret/v2/runtime.ThreadTurnProjection tag="json:\"projection,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Projection *github.com/floegence/floret/v3/runtime.ThreadTurnProjection tag="json:\"projection,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Stream *github.com/floegence/floret/v2/runtime.StreamObservation tag="json:\"stream,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Stream *github.com/floegence/floret/v3/runtime.StreamObservation tag="json:\"stream,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Committed *github.com/floegence/floret/v2/runtime.ThreadDetailEvent tag="json:\"committed,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Committed *github.com/floegence/floret/v3/runtime.ThreadDetailEvent tag="json:\"committed,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.ContextStatus *github.com/floegence/floret/v2/observation.ContextStatus tag="json:\"context_status,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.ContextStatus *github.com/floegence/floret/v3/observation.ContextStatus tag="json:\"context_status,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Compaction *github.com/floegence/floret/v2/observation.CompactionEvent tag="json:\"compaction,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Compaction *github.com/floegence/floret/v3/observation.CompactionEvent tag="json:\"compaction,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.CompactionDebug *github.com/floegence/floret/v2/observation.CompactionDebugEvent tag="json:\"compaction_debug,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.CompactionDebug *github.com/floegence/floret/v3/observation.CompactionDebugEvent tag="json:\"compaction_debug,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Sources []github.com/floegence/floret/v2/provider.Source tag="json:\"sources,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Sources []github.com/floegence/floret/v3/provider.Source tag="json:\"sources,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Metadata map[string]any tag="json:\"metadata,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Metadata map[string]any tag="json:\"metadata,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field Event.Timestamp time.Time tag="json:\"timestamp,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field Event.Timestamp time.Time tag="json:\"timestamp,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method Event.Validate func() error	keep	github.com/floegence/floret/v3/runtime :: method Event.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type EventSink interface interface{EmitEvent(github.com/floegence/floret/v2/runtime.Event)}	keep	github.com/floegence/floret/v3/runtime :: type EventSink interface interface{EmitEvent(github.com/floegence/floret/v3/runtime.Event)}	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ForkOperationID string	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ForkThreadRequest struct	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ForkThreadRequest.OperationID github.com/floegence/floret/v2/runtime.ForkOperationID	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ForkThreadRequest.SourceThreadID github.com/floegence/floret/v2/runtime.ThreadID	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ForkThreadRequest.DestinationThreadID github.com/floegence/floret/v2/runtime.ThreadID	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ForkThreadResult struct	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ForkThreadResult.OperationID github.com/floegence/floret/v2/runtime.ForkOperationID tag="json:\"operation_id\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ForkThreadResult.Thread github.com/floegence/floret/v2/runtime.ThreadSummary tag="json:\"thread\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method ForkThreadResult.Validate func() error	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type Host struct	keep	github.com/floegence/floret/v3/runtime :: type Host struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method *Host.ThreadTitleEditor func(ctx context.Context, threadID github.com/floegence/floret/v2/runtime.ThreadID) (*github.com/floegence/floret/v2/runtime.ThreadTitleEditor, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *Host.ThreadForker func(ctx context.Context, threadID github.com/floegence/floret/v2/runtime.ThreadID) (*github.com/floegence/floret/v2/runtime.ThreadForker, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *Host.ThreadDeleter func(ctx context.Context, threadID github.com/floegence/floret/v2/runtime.ThreadID) (*github.com/floegence/floret/v2/runtime.ThreadDeleter, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *Host.ThreadCompactor func(ctx context.Context, threadID github.com/floegence/floret/v2/runtime.ThreadID, agent *github.com/floegence/floret/v2/runtime.Agent) (*github.com/floegence/floret/v2/runtime.ThreadCompactor, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
